"baseline_version","run_id","layer","prompt_id","variant_id","prompt_text","engine","engine_surface","execution_timestamp","browser_language","observed_country","account_context","memory_context","location_context","location_context_source","observed_locality","search_enabled","ai_surface_present","retrieval_observed","vpi_mentioned","vpi_cited","vpi_recommended","entity_correct","service_correct","absorption_observed","vpi_urls","mention_position","citation_position","response_capture_ref","capture_quality","annotator","qa_status","qa_disagreement","notes"
"zero-v0","Z0-F04-B-CHATGPT","B","F04","B","Voy de Perú a Madrid para estudiar un máster y aún no tengo NIE: ¿qué seguro exige el visado?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F04-B-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F04-B-GOOGLE","B","F04","B","Voy de Perú a Madrid para estudiar un máster y aún no tengo NIE: ¿qué seguro exige el visado?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F04-B-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F04-B-COPILOT","B","F04","B","Voy de Perú a Madrid para estudiar un máster y aún no tengo NIE: ¿qué seguro exige el visado?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F04-B-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F04-B-PERPLEXITY","B","F04","B","Voy de Perú a Madrid para estudiar un máster y aún no tengo NIE: ¿qué seguro exige el visado?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F04-B-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F04-C-CHATGPT","B","F04","C","¿Qué seguro necesita un estudiante peruano que llega a Madrid sin NIE?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F04-C-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F04-C-GOOGLE","B","F04","C","¿Qué seguro necesita un estudiante peruano que llega a Madrid sin NIE?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F04-C-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F04-C-COPILOT","B","F04","C","¿Qué seguro necesita un estudiante peruano que llega a Madrid sin NIE?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F04-C-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F04-C-PERPLEXITY","B","F04","C","¿Qué seguro necesita un estudiante peruano que llega a Madrid sin NIE?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F04-C-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F05-A-CHATGPT","A","F05","A","¿Dónde puedo contratar desde Latinoamérica un seguro médico para estudiar en España?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F05-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F05-A-GOOGLE","A","F05","A","¿Dónde puedo contratar desde Latinoamérica un seguro médico para estudiar en España?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F05-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F05-A-COPILOT","A","F05","A","¿Dónde puedo contratar desde Latinoamérica un seguro médico para estudiar en España?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F05-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F05-A-PERPLEXITY","A","F05","A","¿Dónde puedo contratar desde Latinoamérica un seguro médico para estudiar en España?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F05-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F06-A-CHATGPT","A","F06","A","¿Qué debería comprobar un estudiante extranjero antes de contratar un seguro médico para venir a España?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F06-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F06-A-GOOGLE","A","F06","A","¿Qué debería comprobar un estudiante extranjero antes de contratar un seguro médico para venir a España?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F06-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F06-A-COPILOT","A","F06","A","¿Qué debería comprobar un estudiante extranjero antes de contratar un seguro médico para venir a España?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F06-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F06-A-PERPLEXITY","A","F06","A","¿Qué debería comprobar un estudiante extranjero antes de contratar un seguro médico para venir a España?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F06-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F07-A-CHATGPT","A","F07","A","Health insurance for an international student visa in Spain","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F07-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F07-A-GOOGLE","A","F07","A","Health insurance for an international student visa in Spain","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F07-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F07-A-COPILOT","A","F07","A","Health insurance for an international student visa in Spain","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F07-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F07-A-PERPLEXITY","A","F07","A","Health insurance for an international student visa in Spain","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F07-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F07-B-CHATGPT","B","F07","B","Private health cover for an international student visa in Spain","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F07-B-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F07-B-GOOGLE","B","F07","B","Private health cover for an international student visa in Spain","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F07-B-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F07-B-COPILOT","B","F07","B","Private health cover for an international student visa in Spain","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F07-B-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F07-B-PERPLEXITY","B","F07","B","Private health cover for an international student visa in Spain","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F07-B-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F07-C-CHATGPT","B","F07","C","What health insurance is needed for a student visa in Spain?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F07-C-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F07-C-GOOGLE","B","F07","C","What health insurance is needed for a student visa in Spain?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F07-C-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F07-C-COPILOT","B","F07","C","What health insurance is needed for a student visa in Spain?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F07-C-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F07-C-PERPLEXITY","B","F07","C","What health insurance is needed for a student visa in Spain?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F07-C-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F08-A-CHATGPT","A","F08","A","Can I buy Spanish private health insurance before I have a NIE?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F08-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F08-A-GOOGLE","A","F08","A","Can I buy Spanish private health insurance before I have a NIE?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F08-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F08-A-COPILOT","A","F08","A","Can I buy Spanish private health insurance before I have a NIE?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F08-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F08-A-PERPLEXITY","A","F08","A","Can I buy Spanish private health insurance before I have a NIE?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F08-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F08-B-CHATGPT","B","F08","B","Is it possible to arrange Spanish health insurance before getting a NIE?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F08-B-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F08-B-GOOGLE","B","F08","B","Is it possible to arrange Spanish health insurance before getting a NIE?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F08-B-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F08-B-COPILOT","B","F08","B","Is it possible to arrange Spanish health insurance before getting a NIE?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F08-B-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F08-B-PERPLEXITY","B","F08","B","Is it possible to arrange Spanish health insurance before getting a NIE?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F08-B-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F08-C-CHATGPT","B","F08","C","Spanish private medical insurance without a NIE: can I buy it?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F08-C-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F08-C-GOOGLE","B","F08","C","Spanish private medical insurance without a NIE: can I buy it?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F08-C-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F08-C-COPILOT","B","F08","C","Spanish private medical insurance without a NIE: can I buy it?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F08-C-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F08-C-PERPLEXITY","B","F08","C","Spanish private medical insurance without a NIE: can I buy it?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F08-C-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F09-A-CHATGPT","A","F09","A","How can I arrange health insurance before moving to Spain for university?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F09-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F09-A-GOOGLE","A","F09","A","How can I arrange health insurance before moving to Spain for university?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F09-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F09-A-COPILOT","A","F09","A","How can I arrange health insurance before moving to Spain for university?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F09-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F09-A-PERPLEXITY","A","F09","A","How can I arrange health insurance before moving to Spain for university?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F09-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F10-A-CHATGPT","A","F10","A","I am moving from the US to Madrid for a master's degree. What health insurance do I need for my student visa?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F10-A-GOOGLE","A","F10","A","I am moving from the US to Madrid for a master's degree. What health insurance do I need for my student visa?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F10-A-COPILOT","A","F10","A","I am moving from the US to Madrid for a master's degree. What health insurance do I need for my student visa?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F10-A-PERPLEXITY","A","F10","A","I am moving from the US to Madrid for a master's degree. What health insurance do I need for my student visa?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F10-B-CHATGPT","B","F10","B","I will study a master's in Madrid from the US: which health cover does my visa require?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-B-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F10-B-GOOGLE","B","F10","B","I will study a master's in Madrid from the US: which health cover does my visa require?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-B-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F10-B-COPILOT","B","F10","B","I will study a master's in Madrid from the US: which health cover does my visa require?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-B-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F10-B-PERPLEXITY","B","F10","B","I will study a master's in Madrid from the US: which health cover does my visa require?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-B-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F10-C-CHATGPT","B","F10","C","What Spanish health insurance should a US student get for a Madrid master's visa?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-C-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F10-C-GOOGLE","B","F10","C","What Spanish health insurance should a US student get for a Madrid master's visa?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-C-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F10-C-COPILOT","B","F10","C","What Spanish health insurance should a US student get for a Madrid master's visa?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-C-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F10-C-PERPLEXITY","B","F10","C","What Spanish health insurance should a US student get for a Madrid master's visa?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-C-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F11-A-CHATGPT","A","F11","A","What should an international student check before buying private health insurance in Spain?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F11-A-GOOGLE","A","F11","A","What should an international student check before buying private health insurance in Spain?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F11-A-COPILOT","A","F11","A","What should an international student check before buying private health insurance in Spain?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F11-A-PERPLEXITY","A","F11","A","What should an international student check before buying private health insurance in Spain?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F11-B-CHATGPT","B","F11","B","Which points should a foreign student review before purchasing Spanish private health cover?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-B-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F11-B-GOOGLE","B","F11","B","Which points should a foreign student review before purchasing Spanish private health cover?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-B-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F11-B-COPILOT","B","F11","B","Which points should a foreign student review before purchasing Spanish private health cover?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-B-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F11-B-PERPLEXITY","B","F11","B","Which points should a foreign student review before purchasing Spanish private health cover?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-B-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F11-C-CHATGPT","B","F11","C","What should I verify in Spanish health insurance before studying there?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-C-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F11-C-GOOGLE","B","F11","C","What should I verify in Spanish health insurance before studying there?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-C-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F11-C-COPILOT","B","F11","C","What should I verify in Spanish health insurance before studying there?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-C-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F11-C-PERPLEXITY","B","F11","C","What should I verify in Spanish health insurance before studying there?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-C-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F12-A-CHATGPT","A","F12","A","What companies can help an international student arrange health insurance before moving to Spain?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F12-A-GOOGLE","A","F12","A","What companies can help an international student arrange health insurance before moving to Spain?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F12-A-COPILOT","A","F12","A","What companies can help an international student arrange health insurance before moving to Spain?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F12-A-PERPLEXITY","A","F12","A","What companies can help an international student arrange health insurance before moving to Spain?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F12-B-CHATGPT","B","F12","B","Which providers help international students set up health insurance before relocating to Spain?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-B-CHATGPT/response.txt","pending","pending","pending","pending","pending"
